a,,,,,,,,,,,,,,,,
stand,stood,standing,standed,standings,,,,,,,,,,,,
standard,,,,,,,,,,,,,,,,
start,started,starting,startings,,,,,,,,,,,,,
state,stated,stating,statings,,,,,,,,,,,,,
statement,statemented,statementing,statementings,,,,,,,,,,,,,
stay,stayed,staying,stayings,,,,,,,,,,,,,
step,stepped,stepping,steppings,,,,,,,,,,,,,
stick,stuck,sticking,sticked,,,,,,,,,,,,,
still,stilled,stilling,stiller,stillest,,,,,,,,,,,,
stop,stopped,stopping,stoppings,,,,,,,,,,,,,
story,storied,storey,storys,storeys,,,,,,,,,,,,
straight,straightest,straights,,,,,,,,,,,,,,
street,,,,,,,,,,,,,,,,
strong,strongest,,,,,,,,,,,,,,,
student,,,,,,,,,,,,,,,,
study,studied,studying,studyings,,,,,,,,,,,,,
stuff,stuffed,stuffing,stuffings,,,,,,,,,,,,,
subject,subjected,subjecting,subjectings,,,,,,,,,,,,,
such,,,,,,,,,,,,,,,,
suggest,suggested,suggesting,suggestings,,,,,,,,,,,,,
summer,summered,summering,summerings,,,,,,,,,,,,,
support,supported,supporting,supportings,,,,,,,,,,,,,
suppose,supposed,supposing,supposings,,,,,,,,,,,,,
sure,surest,,,,,,,,,,,,,,,
surprise,surprised,surprising,surprisings,,,,,,,,,,,,,
system,,,,,,,,,,,,,,,,
table,tabled,tabling,tablings,,,,,,,,,,,,,
take,took,taking,taken,takings,,,,,,,,,,,,
talk,talked,talking,talkin,,,,,,,,,,,,,
tape,taped,taping,tapings,,,,,,,,,,,,,
tax,taxed,taxing,taxings,,,,,,,,,,,,,
tea,,,,,,,,,,,,,,,,
teach,taught,teaching,teachings,,,,,,,,,,,,,
teacher,,,,,,,,,,,,,,,,
team,teamed,teaming,teamings,,,,,,,,,,,,,
tell,told,telling,tellin,telled,,,,,,,,,,,,
ten,tens,tenth,tenths,,,,,,,,,,,,,
tend,tended,tending,tendings,,,,,,,,,,,,,
term,termed,terming,termings,,,,,,,,,,,,,
test,tested,testing,testings,,,,,,,,,,,,,
text,texted,texting,textings,,,,,,,,,,,,,
than,,,,,,,,,,,,,,,,
thank,thanked,thanking,thankings,,,,,,,,,,,,,
that,,,,,,,,,,,,,,,,
the,,,,,,,,,,,,,,,,
themselves,,,,,,,,,,,,,,,,
then,,,,,,,,,,,,,,,,
there,,,,,,,,,,,,,,,,
therefore,,,,,,,,,,,,,,,,
they,them,em,their,theirs,,,,,,,,,,,,
thing,,,,,,,,,,,,,,,,
think,thought,thinking,thinked,thoughts,,,,,,,,,,,,
thirty,thirtys,thirties,thirtieth,thirtieths,,,,,,,,,,,,
this,,,,,,,,,,,,,,,,
though,,,,,,,,,,,,,,,,
thousand,thousands,thousandth,thousandths,,,,,,,,,,,,,
three,threes,third,thirds,,,,,,,,,,,,,
through,,,,,,,,,,,,,,,,
throw,threw,throwing,thrown,throwed,,,,,,,,,,,,
till,tilled,tilling,tillings,,,,,,,,,,,,,
time,timed,timing,timings,,,,,,,,,,,,,
to,,,,,,,,,,,,,,,,
today,,,,,,,,,,,,,,,,
together,,,,,,,,,,,,,,,,
tomorrow,,,,,,,,,,,,,,,,
tonight,,,,,,,,,,,,,,,,
too,,,,,,,,,,,,,,,,
top,topped,topping,toppings,,,,,,,,,,,,,
totally,,,,,,,,,,,,,,,,
toward,,,,,,,,,,,,,,,,
town,,,,,,,,,,,,,,,,
trade,traded,trading,tradings,,,,,,,,,,,,,
train,trained,training,trainings,,,,,,,,,,,,,
travel,traveled,traveling,travelled,travelling,travellin,,,,,,,,,,,
trouble,troubled,troubling,troublings,,,,,,,,,,,,,
true,trues,trued,truing,truer,truest,,,,,,,,,,,
try,tried,trying,tryed,,,,,,,,,,,,,
turn,turned,turning,turnings,,,,,,,,,,,,,
twelve,twelves,twelfth,twelfths,,,,,,,,,,,,,
twenty,twentys,twenties,twentieth,twentieths,,,,,,,,,,,,
two,twos,,,,,,,,,,,,,,,
type,typed,typing,typings,,,,,,,,,,,,,
unclear,uncleared,,,,,,,,,,,,,,,
under,,,,,,,,,,,,,,,,
understand,understood,understanding,understandings,,,,,,,,,,,,,
unless,,,,,,,,,,,,,,,,
until,,,,,,,,,,,,,,,,
up,upped,upping,uppings,,,,,,,,,,,,,
use,used,using,usings,,,,,,,,,,,,,
usually,,,,,,,,,,,,,,,,
value,valued,valuing,valuings,,,,,,,,,,,,,
various,,,,,,,,,,,,,,,,
very,,,,,,,,,,,,,,,,
view,viewed,viewing,viewings,,,,,,,,,,,,,
visit,visited,visiting,visitings,,,,,,,,,,,,,
vote,voted,voting,votings,,,,,,,,,,,,,
wait,waited,waiting,waitings,,,,,,,,,,,,,
walk,walked,walking,walkings,,,,,,,,,,,,,
want,wanted,wanting,wantin,wanna,,,,,,,,,,,,
war,warred,warring,warrings,,,,,,,,,,,,,
watch,watched,watching,watchings,,,,,,,,,,,,,
water,watered,watering,waterings,,,,,,,,,,,,,
way,,,,,,,,,,,,,,,,
we,our,ours,,,,,,,,,,,,,,
wear,wore,wearing,worn,,,,,,,,,,,,,
week,,,,,,,,,,,,,,,,
weekend,weekended,weekending,weekendings,,,,,,,,,,,,,
well,welled,welling,wellings,,,,,,,,,,,,,
what,,,,,,,,,,,,,,,,
whatever,,,,,,,,,,,,,,,,
when,,,,,,,,,,,,,,,,
where,,,,,,,,,,,,,,,,
whether,,,,,,,,,,,,,,,,
which,,,,,,,,,,,,,,,,
while,whiled,whiling,,,,,,,,,,,,,,
white,whitest,whites,,,,,,,,,,,,,,
who,whose,,,,,,,,,,,,,,,
whole,,,,,,,,,,,,,,,,
why,,,,,,,,,,,,,,,,
wife,wifes,,,,,,,,,,,,,,,
will,willed,willing,won,ll,,,,,,,,,,,,
win,winning,winned,winnings,,,,,,,,,,,,,
window,windowed,windowing,windowings,,,,,,,,,,,,,
wish,wished,wishing,wishings,,,,,,,,,,,,,
with,,,,,,,,,,,,,,,,
within,,,,,,,,,,,,,,,,
without,,,,,,,,,,,,,,,,
woman,womans,womens,,,,,,,,,,,,,,
wonder,wondered,wondering,wonderings,,,,,,,,,,,,,
wonderful,,,,,,,,,,,,,,,,
word,worded,wording,wordings,,,,,,,,,,,,,
work,worked,working,workings,,,,,,,,,,,,,
world,,,,,,,,,,,,,,,,
worry,worried,worrying,worryings,,,,,,,,,,,,,
worth,,,,,,,,,,,,,,,,
would,,,,,,,,,,,,,,,,
write,wrote,writing,written,writings,,,,,,,,,,,,
wrong,wronged,wronging,wronger,wrongest,,,,,,,,,,,,
yeah,,,,,,,,,,,,,,,,
year,,,,,,,,,,,,,,,,
yes,,,,,,,,,,,,,,,,
yesterday,,,,,,,,,,,,,,,,
yet,,,,,,,,,,,,,,,,
you,yer,yours,,,,,,,,,,,,,,
young,youngest,,,,,,,,,,,,,,,
yourself,yerself,yerselves,,,,,,,,,,,,,,
